id,job_name,work_demand,company_locale,company_name,guimo,job_salary,job_salary_fif,demand
20,Python开发工程师,"Python,Django,MongoDB,MySQL",北京,北京百奥智汇科技有限公司,20-99人,18,FALSE,本科
21,Python开发工程师,"Python,Linux,数据抓取,人工智能",北京,北京拓普丰联信息工程有限公司,500-999人,27.5,FALSE,本科
22,Python开发工程师,Python,北京,北京环球医疗救援有限责任公司,100-299人,11.5,TRUE,大专
23,Python开发工程师,"Python,Golang",北京,小米通讯,10000人以上,22.5,FALSE,本科
24,Python开发工程师,"Python,Javascript",北京,北京青钱信息技术有限公司,500-999人,13.5,TRUE,本科
25,Python开发工程师,"Python,Java,SQL",北京,哈里伯顿(中国)能源服务有限公司,10000人以上,17.5,FALSE,本科
26,Python开发工程师,Python,北京,途游游戏,100-299人,25,FALSE,本科
27,Python开发工程师,"Python,Django,MongoDB",北京,中大利人(北京)科技有限公司,20人以下,8.5,TRUE,本科
28,Python开发工程师,"Python,MySQL,TCP/IP,数据采集,后端开发",北京,北京和谐阳光农牧技术服务有限公司,100-299人,7,TRUE,本科
29,Python开发工程师,Python,北京,北京清华同衡规划设计研究院有限公司,1000-9999人,20,FALSE,本科
30,Python开发工程师,"Python,深度学习,机器学习,Docker,C++",北京,北京迈格威科技有限公司,1000-9999人,30,FALSE,本科
31,Python开发工程师,"Pandas,Python,数据库,Flask",北京,北京智慧星光信息技术有限公司,500-999人,17.5,FALSE,本科
32,Python开发工程师,Python,北京,方研矩行,20人以下,16.5,FALSE,本科
33,Python开发工程师,"Python,Linux",北京,北京多彩互动广告有限公司,500-999人,22.5,FALSE,本科
34,Python开发工程师,"Django,Celery,ElasticSearch,数据库,架构设计",北京,中金智汇,20-99人,15,TRUE,本科
35,Python开发工程师,Python,北京,长城软件,1000-9999人,12.5,TRUE,本科
36,Python开发工程师,"Django,Python,抓取,网络爬虫,数据抓取",北京,北京阿提拉科技有限公司,100-299人,12.5,TRUE,高中
37,Python开发工程师,,北京,北京腾达讯通科技有限公司,20人以下,7,TRUE,大专
38,Python开发工程师,"Python,抓取,python爬虫,数据采集,数据抓取",北京,北京尚行德智软件技术有限公司,100-299人,6,TRUE,大专
39,Python开发工程师,"Python,Spark",北京,中国科学院空天信息创新研究院,1000-9999人,21,FALSE,本科
40,Python开发工程师,Python,北京,北京独创时代科技有限公司,100-299人,12.5,TRUE,本科
41,Python开发工程师,"Python,Django,MySQL",北京,百世诺(北京)医学检验实验室有限公司,100-299人,11.5,TRUE,大专
42,Python开发工程师,Python,北京,中金立融投资股份有限公司,100-299人,7,TRUE,大专
43,Python开发工程师,Python,北京,软通动力信息技术(集团)股份有限公司,10000人以上,17.5,FALSE,本科
44,Python开发工程师,Python,北京,北京独创时代科技有限公司,100-299人,12.5,TRUE,本科
45,Python开发工程师,Python,北京,北京福睿思特国际人力资源有限公司,20-99人,40,FALSE,本科
46,Python开发工程师,"数据抓取,XPath,数据采集,python爬虫",北京,北京智慧星光信息技术有限公司,500-999人,8,TRUE,本科
47,Python开发工程师,Python,北京,北京西潼科技有限公司,20-99人,21.5,FALSE,本科
48,Python开发工程师,"Python,MySQL,抓取,数据采集,数据抓取",北京,同方知网（北京）技术有限公司,1000-9999人,12.5,TRUE,本科
49,Python开发工程师,"Python,数据抓取,数据采集,安卓",北京,软通动力信息技术(集团)股份有限公司,10000人以上,12.5,TRUE,本科
50,Python开发工程师,Python,北京,北京独创时代科技有限公司,100-299人,12.5,TRUE,本科
51,Python开发工程师,Python,北京,新意互动,500-999人,20,FALSE,本科
52,Python开发工程师,"Python,C++,SQL,Linux,架构设计",北京,北京易道博识科技有限公司,20-99人,12.5,TRUE,本科
53,Python开发工程师,"Django,Flask,Python,Tornado,抓取",北京,北京乐在指尖科技有限公司,100-299人,17.5,FALSE,大专
54,Python开发工程师,"MySQL,Django",北京,润宇科技有限公司,20-99人,11.5,TRUE,本科
55,Python开发工程师,"Python,HTML5,Javascript,Linux,Shell",北京,萌我爱游戏,20-99人,17.5,FALSE,大专
56,Python开发工程师,Python,北京,北京嘉和美康信息技术有限公司,1000-9999人,20,FALSE,本科
57,Python开发工程师,"Python,数据库",北京,北京摩湃得科技有限公司,20人以下,14.5,TRUE,本科
58,Python开发工程师,Python,北京,中科软科技股份有限公司,1000-9999人,15,TRUE,大专
59,Python开发工程师,Python,北京,极道科技,20-99人,15,TRUE,本科
60,Python开发工程师,"后端开发,Python",北京,北京升鑫网络科技有限公司,300-499人,20,FALSE,本科
61,Python开发工程师,Python,北京,上海企顺信息系统有限公司,100-299人,10.5,TRUE,本科
62,Python开发工程师,"Django,Flask,Python,后端开发,Docker",北京,柏睿数据,100-299人,19,FALSE,本科
63,Python开发工程师,Python,北京,博彦科技承德有限公司,1000-9999人,16.5,FALSE,本科
64,Python开发工程师,"Python,PyCharm,MongoDB,MySQL,Django",北京,扬州万方电子技术有限责任公司,300-499人,17.5,FALSE,本科
65,Python开发工程师,"Django,Python,Scrapy,Tornado,MongoDB",北京,北京蓝海讯通科技有限公司,100-299人,25,FALSE,本科
66,Python开发工程师,Python,北京,北京智慧星光信息技术有限公司,500-999人,15,TRUE,本科
67,Python开发工程师,"C++,Python",北京,惠州市汇聚丰信息科技有限公司,20-99人,12.5,TRUE,本科
68,Python开发工程师,"python爬虫,Java,英语",北京,软通动力信息技术(集团)股份有限公司,10000人以上,11.5,TRUE,本科
69,Python开发工程师,"Flask,Python",北京,天津宜云信息技术有限公司,20-99人,25,FALSE,本科
70,Python开发工程师,Python,北京,北京升鑫网络科技有限公司,300-499人,35,FALSE,本科
71,Python开发工程师,Python,北京,华泰贝通软件科技有限公司,20-99人,8,TRUE,大专
72,Python开发工程师,"Python,后端开发,Django,MySQL",北京,布科思科技,100-299人,18.5,FALSE,本科
73,Python开发工程师,"Django,Flask,Python,Tornado",北京,容联云通讯,1000-9999人,22.5,FALSE,本科
74,Python开发工程师,"数据抓取,python爬虫",北京,北京智慧星光信息技术有限公司,500-999人,12.5,TRUE,本科
75,Python开发工程师,Odoo,北京,北京神州飞腾信息科技有限公司,100-299人,19,FALSE,本科
76,Python开发工程师,"后端开发,自然语言处理,NLP,Python,MySQL",北京,京北方,10000人以上,12.5,TRUE,本科
77,Python开发工程师,MySQL,北京,视野金服,20-99人,17.5,FALSE,本科
78,Python开发工程师,"Python,Java",北京,点米(北京)科技有限公司,500-999人,20,FALSE,大专
79,Python开发工程师,"Python,SQL",北京,华胜天成,1000-9999人,12.5,TRUE,本科
80,Python开发工程师,"Python,后端开发,Pandas,数据库,Linux",北京,中国广视索福瑞媒介研究有限责任公司,500-999人,12.5,TRUE,本科
81,Python开发工程师,"数据抓取,网络爬虫,python爬虫",北京,徐州立方标牌有限公司,20-99人,25,FALSE,本科
82,Python开发工程师,"Python,网络安全,Django,Flask,Scrapy",北京,软件园公司,100-299人,25,FALSE,本科
83,Python开发工程师,Python,北京,北京通证创服信息技术有限责任公司,20-99人,17.5,FALSE,本科
84,Python开发工程师,Python,北京,软通动力信息技术(集团)股份有限公司,10000人以上,12.5,TRUE,本科
85,Python开发工程师,"Python,Linux,python爬虫,网络爬虫,全栈",北京,中铁(北京)信息技术服务有限责任公司,100-299人,11,TRUE,本科
86,Python开发工程师,"Python,MySQL",北京,布科思科技,100-299人,15,TRUE,本科
87,Python开发工程师,"Python,MySQL",北京,泰康健投,10000人以上,25,FALSE,本科
88,Python开发工程师,Python,北京,北京大咖联动科技有限公司,100-299人,12.5,TRUE,大专
89,Python开发工程师,Python,北京,新岸线(北京)科技集团有限公司,500-999人,22.5,FALSE,本科
90,Python开发工程师,"Python,Django,Docker,Celery,MySQL",北京,烽台科技(北京)有限公司,20-99人,16.5,FALSE,大专
91,Python开发工程师,"Javascript,MySQL,Linux,Python,FLASK",北京,北京斯普信信息技术有限公司,100-299人,17.5,FALSE,本科
92,Python开发工程师,"Django,Python,Linux",北京,北京并行科技股份有限公司,100-299人,15,TRUE,本科
93,Python开发工程师,"Flask,Python,Django,后端开发,深度学习",北京,北京医智影科技有限公司,20-99人,20,FALSE,本科
94,Python开发工程师,Python,北京,京北方,10000人以上,14.5,TRUE,本科
95,Python开发工程师,Python,北京,中科软科技股份有限公司,1000-9999人,15,TRUE,大专
96,Python开发工程师,"Python,数据采集,数据挖掘,NumPy",北京,中汽(天津)网络科技有限公司,100-299人,20,FALSE,本科
97,Python开发工程师,Python,北京,北京天创征腾信息科技有限公司,20-99人,12.5,TRUE,本科
98,Python开发工程师,抓取,北京,北京智慧星光信息技术有限公司,500-999人,10,TRUE,本科
99,Python开发工程师,Python,北京,北京慧点科技有限公司,500-999人,20,FALSE,本科
100,Python开发工程师,"Django,Python,Linux,Openstack",北京,迪普科技,1000-9999人,17.5,FALSE,本科
101,Python开发工程师,JS,北京,北京瑞友科技股份有限公司,1000-9999人,12.5,TRUE,本科
102,Python开发工程师,"C++,Python",北京,上海科之锐人才咨询有限公司北京分公司,100-299人,17.5,FALSE,本科
103,Python开发工程师,Python,北京,北京环球医疗救援有限责任公司,100-299人,17.5,FALSE,本科
104,Python开发工程师,"Python,FLASK,RESTFUL",北京,北京国御科技有限公司,20-99人,16,FALSE,本科
105,Python开发工程师,Python,北京,北京斯普信信息技术有限公司,100-299人,12.5,TRUE,本科
106,Python开发工程师,"Python,Flask,Pandas,NumPy,机器学习",北京,北京国信会视科技有限公司,100-299人,22,FALSE,本科
107,Python开发工程师,"Java,抓取,MySQL,MongoDB,Celery",北京,百奥赛图(北京)医药科技股份有限公司,500-999人,16,FALSE,本科
108,Python开发工程师,"Python,后端开发",北京,英视睿达,300-499人,9,TRUE,本科
109,Python开发工程师,"PYQT,WXPYTHON,UIPATH,PYTHON+EEL,WIN/LINUX",北京,北京斯普信信息技术有限公司,100-299人,25,FALSE,本科
110,Python开发工程师,"Python,信息安全",北京,北京永信至诚科技股份有限公司,100-299人,12.5,TRUE,大专
111,Python开发工程师,"数据处理,数据分析,MySQL,Oracle,数据库",北京,北京莱普博乐科技有限公司,20-99人,12.5,TRUE,本科
112,Python开发工程师,"Python,MySQL,Linux,XML",北京,中包物联网科技(天津)有限公司,20-99人,17.5,FALSE,本科
113,Python开发工程师,Python,北京,陕西见著科技有限公司,20-99人,12.5,TRUE,本科
114,Python开发工程师,"数据抓取,数据库,Linux,Tornado,Scrapy",北京,北京大咖联动科技有限公司,100-299人,12.5,TRUE,本科
115,Python开发工程师,"网络爬虫,数据抓取,机器学习,python爬虫,数据库",北京,保定振涛弘业教育咨询有限公司,1000-9999人,16.5,FALSE,大专
116,Python开发工程师,"DJANGO,Python",北京,北京瑞友科技股份有限公司,1000-9999人,11.5,TRUE,本科
117,Python开发工程师,"Python,MySQL,Linux",北京,中包物联网科技(天津)有限公司,20-99人,10,TRUE,本科
118,Python开发工程师,"Python,爬虫,逆向,反爬机制",北京,法宣在线,100-299人,12.5,TRUE,本科
119,Python开发工程师,Python,北京,北京智慧星光信息技术有限公司,500-999人,12.5,TRUE,本科
120,Python开发工程师,"Tornado,Python,Django",北京,中讯志远(武汉)科技有限公司,100-299人,12.5,TRUE,本科
121,Python开发工程师,Python,北京,北京华数云网科技有限公司,20-99人,12.5,TRUE,本科
122,Python开发工程师,Python,北京,彩讯科技,1000-9999人,9,TRUE,本科
123,Python开发工程师,"Python,后端开发,数据库,Javascript,C++",北京,北京海舶无人船科技有限公司,20人以下,12.5,TRUE,硕士
124,Python开发工程师,"NumPy,TensorFlow",北京,软通动力信息技术(集团)股份有限公司,10000人以上,20,FALSE,本科
125,Python开发工程师,"Python,Django,KVM,Jenkins,DEVOPS",北京,烽台科技(北京)有限公司,20-99人,22.5,FALSE,本科
126,Python开发工程师,"Python,Java,全栈",北京,昆仑数智科技有限责任公司,1000-9999人,12.5,TRUE,本科
127,Python开发工程师,"Python,Django,ElasticSearch",北京,中睿天下,100-299人,15,TRUE,本科
128,Python开发工程师,"Python,GO",北京,北京中创信测科技股份有限公司,300-499人,17.5,FALSE,本科
129,Python开发工程师,Python,北京,北软互联(北京)科技有限公司,20-99人,12.5,TRUE,大专
130,Python开发工程师,Python,北京,北京软通恒达科技有限公司,300-499人,15,TRUE,本科
131,Python开发工程师,"Python,HTTP/HTTPS",北京,英视睿达,300-499人,15,TRUE,本科
132,Python开发工程师,"分布式爬虫,数据清洗",北京,点米(北京)科技有限公司,500-999人,21.5,FALSE,本科
133,Python开发工程师,"Python,Odoo,ERP项目开发",北京,广州珠江装修工程有限公司北京分公司,100-299人,12.5,TRUE,本科
134,Python开发工程师,"ETL,SQL,Python",北京,北京skp,500-999人,12.5,TRUE,本科
135,Python开发工程师,"Python,C++,Linux,自动化",北京,软通动力信息技术(集团)股份有限公司,10000人以上,17.5,FALSE,本科
136,Python开发工程师,"Python,Linux,C++",北京,深圳市拓保软件有限公司,1000-9999人,14.5,TRUE,本科
137,Python开发工程师,"Python,后端开发",北京,北京启众软件科技有限公司,20-99人,14,TRUE,本科
138,Python开发工程师,"Python,Flask,Tornado,Linux",北京,北京艾唯博瑞科技有限公司,20-99人,14,TRUE,本科
139,Python开发工程师,"Python,GO,K8s",北京,武汉佰钧成技术有限责任公司,1000-9999人,17.5,FALSE,大专
140,Python开发工程师,Python,北京,软通动力信息技术(集团)股份有限公司,10000人以上,12.5,TRUE,本科
141,Python开发工程师,后端开发,北京,中科创达软件股份有限公司,1000-9999人,17.5,FALSE,本科
142,Python开发工程师,Python,北京,深圳市拓保软件有限公司,1000-9999人,12.5,TRUE,本科
143,Python开发工程师,"Python,Flask,Tornado,Linux",北京,北京艾唯博瑞科技有限公司,20-99人,15,TRUE,本科
144,Python开发工程师,"Python,C++,Linux",北京,法本信息,1000-9999人,15.5,FALSE,本科
145,Python开发工程师,爬虫架构,北京,华钦科技,1000-9999人,12.5,TRUE,本科
146,Python开发工程师,"Python,前端开发,Vue",北京,圆心科技,500-999人,20,FALSE,大专
147,Python开发工程师,"Python,GO",北京,四川准达,1000-9999人,19,FALSE,大专
148,Python开发工程师,"Python,后端开发,MySQL,数据库,数据抓取",北京,航天新商务信息科技有限公司,20-99人,20,FALSE,本科
149,Python开发工程师,"Python,python爬虫",北京,华钦科技,1000-9999人,12.5,TRUE,本科
150,Python开发工程师,"Python,网络爬虫,抓取,数据采集",北京,北京网讯达科技有限公司,20-99人,17.5,FALSE,本科
151,Python开发工程师,"Python,前端开发,Django,全栈",北京,北京冠和权律师事务所,20-99人,17.5,FALSE,高中
152,Python开发工程师,"Django,Python,后端开发",北京,视博电子,1000-9999人,22.5,FALSE,本科
153,Python开发工程师,"C++,Python",北京,软通动力信息技术(集团)股份有限公司,10000人以上,12.5,TRUE,本科
154,Python开发工程师,"Python,PHP",北京,法本信息,1000-9999人,19.5,FALSE,本科
155,Python开发工程师,Python,北京,神州信息,10000人以上,17.5,FALSE,大专
156,Python开发工程师,"Linux,后端开发,pytorch,MySQL",北京,北京中科睿见科技有限公司,20-99人,18,FALSE,本科
157,Python开发工程师,"Pandas,MySQL,NumPy",北京,高晟财富控股集团有限公司,500-999人,17.5,FALSE,本科
158,Python开发工程师,"Linux,Python",北京,软通动力信息技术(集团)股份有限公司,10000人以上,22.5,FALSE,本科
159,Python开发工程师,"Python,大数据",北京,天宇正清科技有限公司,500-999人,17.5,FALSE,本科
160,Python开发工程师,"后端开发,Python",北京,中北信,100-299人,15,TRUE,本科
161,Python开发工程师,"Python,后端开发,Linux,WebSocket",北京,成都妍丹信息科技有限公司,20-99人,30,FALSE,本科
162,Python开发工程师,"后端开发,Python",北京,亚信科技(中国)有限公司,10000人以上,17.5,FALSE,本科
163,Python开发工程师,Python,北京,软通动力信息技术(集团)股份有限公司,10000人以上,12.5,TRUE,本科
164,Python开发工程师,Python,北京,北京鼎普科技股份有限公司,100-299人,22.5,FALSE,本科
165,Python开发工程师,"Python,MySQL,Linux,Spark,Celery",北京,北京启众软件科技有限公司,20-99人,14,TRUE,本科
166,Python开发工程师,Python,北京,北京skp,500-999人,12.5,TRUE,本科
167,Python开发工程师,"Python,Django,Flask,Tornado,Odoo",北京,北大医信,1000-9999人,10.5,TRUE,本科
168,Python开发工程师,Python,北京,软通动力信息技术(集团)股份有限公司,10000人以上,12.5,TRUE,本科
169,Python开发工程师,"Python,Django,Flask,MongoDB,Redis",北京,北京汉克时代科技有限公司,1000-9999人,16,FALSE,本科
170,Python开发工程师,"Python,抓取,后端开发",北京,中电金信软件有限公司,10000人以上,12.5,TRUE,本科
171,Python开发工程师,"Django,Flask,Python,MySQL,Linux",北京,易思汇,100-299人,10.5,TRUE,本科
172,Python开发工程师,"Python,MySQL,全栈,Linux",北京,北京安盟信息技术股份有限公司,100-299人,16,FALSE,本科
173,Python开发工程师,Python,北京,软通动力信息技术(集团)股份有限公司,10000人以上,12.5,TRUE,本科
174,Python开发工程师,"Python,数据库,Django,MySQL",北京,龙铁纵横(北京)轨道交通科技股份有限公司,100-299人,21.5,FALSE,本科
175,Python开发工程师,Python,北京,北京启众软件科技有限公司,20-99人,16,FALSE,本科
176,Python开发工程师,"Python,Hadoop,Spark",北京,纬创软件 (大连),1000-9999人,16.5,FALSE,本科
177,Python开发工程师,Python,北京,北京红果科技有限公司,20-99人,17,FALSE,高中
178,Python开发工程师,"深度学习,NumPy,Scipy,Pandas",北京,盛唐科技(北京)有限公司,100-299人,13.5,TRUE,大专
179,Python开发工程师,"Linux,Odoo,Python,MySQL,Javascript",北京,北京凝思软件股份有限公司,100-299人,11.5,TRUE,本科
180,Python开发工程师,"Python,Javascript",北京,北京青钱信息技术有限公司,500-999人,13.5,TRUE,本科
181,Python开发工程师,"Python,Javascript",北京,北京独创时代科技有限公司,100-299人,13,TRUE,本科
182,Python开发工程师,"Python,机器学习,深度学习,神经网络",北京,北京华晟经世信息技术股份有限公司,500-999人,27.5,FALSE,本科
183,Python开发工程师,Python,北京,北京小苗财税服务有限公司,300-499人,19,FALSE,大专
184,Python开发工程师,"Python,Javascript,HTML,CSS",北京,北京青钱信息技术有限公司,500-999人,13.5,TRUE,本科
185,Python开发工程师,"Python,Javascript,熟悉HTML和CSS",北京,北京独创时代科技有限公司,100-299人,11.5,TRUE,本科
186,Python开发工程师,"SQL,Django,Flask,Python,抓取",北京,中电金信软件有限公司,10000人以上,11,TRUE,本科
187,Python开发工程师,"数据库,Python,Django,Celery",北京,中金智汇,20-99人,12.5,TRUE,本科
188,Python开发工程师,"Python,后端开发,Linux",北京,软通动力信息技术(集团)股份有限公司,10000人以上,25,FALSE,本科
189,Python开发工程师,"Python,Linux,NumPy",北京,盛唐科技(北京)有限公司,100-299人,12.5,TRUE,本科
190,Python开发工程师,"后端系统维护,Python,Flask,Linux,WebSocket",北京,北农大科技股份有限公司,500-999人,15,TRUE,大专
191,Python开发工程师,"Flask,Python,Java,Tornado",北京,爱可生,1000-9999人,20,FALSE,本科
192,Python开发工程师,Python,北京,东实科技(北京)有限公司,100-299人,13.5,TRUE,大专
193,Python开发工程师,"Odoo,Python",北京,克拉斯国际家居,500-999人,15,TRUE,本科
194,Python开发工程师,"Python,Javascript",北京,北京青钱信息技术有限公司,500-999人,13.5,TRUE,本科
195,Python开发工程师,"C++,Python,Linux,分布式计算集群,计算机、自动化、数学",北京,软通动力信息技术(集团)股份有限公司,10000人以上,14.5,TRUE,本科
196,Python开发工程师,Scrapy,北京,华钦科技,1000-9999人,12.5,TRUE,本科
197,Python开发工程师,"Python,抓取,网络爬虫,python爬虫",北京,新迈尔,300-499人,15,TRUE,本科
198,Python开发工程师,Python,北京,北京西潼科技有限公司,20-99人,20,FALSE,本科
199,Python开发工程师,"Python,MySQL,Django,后端开发,Docker",北京,零氪信息技术(北京)有限公司,1000-9999人,22.5,FALSE,本科
200,Python开发工程师,爬虫架构,北京,数智工场科技产业有限公司,20-99人,18,FALSE,本科
201,Python开发工程师,"Python,MySQL,Docker",北京,软通动力信息技术(集团)股份有限公司,10000人以上,11.5,TRUE,大专
202,Python开发工程师,"爬虫架构,Python",北京,南通东华软件有限公司,20-99人,15,TRUE,本科
203,Python开发工程师,python爬虫,北京,蓝色方略,100-299人,15,TRUE,本科
204,Python开发工程师,Python,北京,深圳市拓保软件有限公司,1000-9999人,12,TRUE,本科
205,Python开发工程师,Python,北京,优特普科技苏州有限公司,20-99人,225,FALSE,本科
206,Python开发工程师,后端开发,北京,北京摩湃得科技有限公司,20人以下,20,FALSE,本科
207,Python开发工程师,Django,北京,金风科技股份有限公司,1000-9999人,30,FALSE,本科
208,Python开发工程师,"Django,Python,Flask,Tornado",北京,北京德天博诚科技有限公司,100-299人,16,FALSE,本科
209,Python开发工程师,Python,北京,北京怡生乐居信息服务有限公司,1000-9999人,25,FALSE,本科
210,Python开发工程师,"Python,MySQL,后端开发",北京,北京志翔科技股份有限公司,300-499人,20,FALSE,本科
211,Python开发工程师,"Python,Linux,C++,Docker",北京,柏睿数据,100-299人,15,TRUE,本科
212,Python开发工程师,Python,北京,北京微简科技有限公司,100-299人,17,FALSE,本科
213,Python开发工程师,"Django,Python,MongoDB,Linux,英文听说读写熟练",北京,博彦科技,10000人以上,65,FALSE,本科
214,Python开发工程师,"后端开发,Javascript,jQuery,Python",北京,自由职客(北京)网络技术有限公司,100-299人,17.5,FALSE,本科
215,Python开发工程师,"Python,Linux,Flask,requests,Docker",北京,凯捷中国,1000-9999人,13,TRUE,大专
216,Python开发工程师,"Docker,K8s",北京,慧博云通科技股份有限公司,1000-9999人,12.5,TRUE,本科
217,Python开发工程师,"Python,Django,Linux,Ansible",北京,北京卓为科技有限公司,100-299人,17.5,FALSE,大专
218,Python开发工程师,"Django,Framework,Celery,Linux,ANGULAR.JS",北京,法本信息,1000-9999人,14,TRUE,大专
219,Python开发工程师,"Python,Django,Tornado,Flask",北京,北京向上一心科技有限公司,500-999人,22.5,FALSE,本科
220,Python开发工程师,"NumPy,Flask,MongoDB,PostgreSQL,Django",北京,北京华创博泰科技有限公司,20-99人,19.5,FALSE,本科
221,Python开发工程师,"Python,Pandas,MySQL,MongoDB,ElasticSearch",北京,河南玄通信息科技有限公司,100-299人,14,TRUE,本科
222,Python开发工程师,"Flask,Django,Python,Linux,Docker",北京,雷象科技(北京)有限公司,100-299人,21.5,FALSE,本科
223,Python开发工程师,"Python,ElasticSearch,并行计算,异步调用,Socket",北京,寄云科技,100-299人,30,FALSE,本科
224,Python开发工程师,"Django,Python,MySQL,后端开发,数据库",北京,北京迈睿科技有限公司,100-299人,16,FALSE,大专
225,Python开发工程师,"Python,Linux",北京,深圳华云信息系统有限公司,300-499人,14.5,TRUE,大专
226,Python开发工程师,"Python,Linux,Celery",北京,润和软件,1000-9999人,12.5,TRUE,本科
227,Python开发工程师,"后端开发,Linux,Redis",北京,北京神州在线科技有限公司,100-299人,25,FALSE,大专
228,Python开发工程师,"Linux,python爬虫",北京,软通动力信息技术(集团)股份有限公司,10000人以上,14.5,TRUE,本科
229,Python开发工程师,"Python,Linux,C++",北京,数据堂,100-299人,14.5,TRUE,本科
230,Python开发工程师,"Python,数据采集,Django",北京,北京华晟经世信息技术股份有限公司,500-999人,25,FALSE,本科
231,Python开发工程师,"Python,Golang",北京,北京福睿思特国际人力资源有限公司,20-99人,40,FALSE,本科
232,Python开发工程师,"Python,Java,C++,pytorch",北京,北京博研智通科技有限公司,20-99人,22.5,FALSE,本科
233,Python开发工程师,"Python,Javascript",北京,北京青钱信息技术有限公司,500-999人,14,TRUE,本科
234,Python开发工程师,"数据库,Django,Python,机器学习",北京,慧博云通科技股份有限公司,1000-9999人,13.5,TRUE,本科
235,Python开发工程师,"Web前端,Python",北京,新意互动,500-999人,27,FALSE,本科
236,Python开发工程师,"Django,Python,Tornado",北京,北京雅丹石油技术开发有限公司,20-99人,15,TRUE,本科
237,Python开发工程师,"Python,Java,Flask,Django",北京,成都妍丹信息科技有限公司,20-99人,35,FALSE,本科
238,Python开发工程师,"Python,Linux,后端开发,Django",北京,法本信息,1000-9999人,15,TRUE,本科
239,Python开发工程师,"Python,Linux,MySQL,Redis,Nginx",北京,北京点点企服信息科技有限公司,500-999人,10,TRUE,大专
240,Python开发工程师,"数据库,Django,MySQL,Python",北京,龙铁纵横(北京)轨道交通科技股份有限公司,100-299人,25,FALSE,本科
241,Python开发工程师,"数据库,Django,REST FRAMEWORK,Flask,requests",北京,成都瀚砂科技有限责任公司,100-299人,15.5,FALSE,大专
242,Python开发工程师,"Python,Linux,MySQL,数据库",北京,北京节点未来科技发展有限公司,100-299人,30,FALSE,大专
243,Python开发工程师,"Django,Python,python爬虫,前端开发,网络爬虫",北京,北明软件有限公司北京分公司,500-999人,12.5,TRUE,本科
244,Python开发工程师,"Pandas,NumPy,Linux",北京,北京鑫瑞天翔科技发展有限公司,100-299人,14,TRUE,本科
245,Python开发工程师,"Python,C++,Linux",北京,北京瑞友科技股份有限公司,1000-9999人,13,TRUE,本科
246,Python开发工程师,"Python,Java,XPath,Scrapy,后端开发",北京,鹏旭信息技术(深圳)有限公司哈尔滨分公司,100-299人,7.5,TRUE,本科
247,Python开发工程师,"数据库,MySQL",北京,北京高博医院管理有限公司,20-99人,10.5,TRUE,本科
248,Python开发工程师,"SQL,python爬虫,Linux",北京,北京蒙悦科技有限公司,20人以下,22.5,FALSE,本科
249,Python开发工程师,"后端开发,Django,数据库,云计算,Kafka",北京,北京首都在线科技股份有限公司,300-499人,32.5,FALSE,本科
250,Python开发工程师,"后端开发,脚本",北京,诚迈科技,1000-9999人,12.5,TRUE,本科
251,Python开发工程师,"Python,机器学习,C++",北京,北京瑞鑫天算资产管理有限公司,20-99人,12,TRUE,本科
