job_name,work_demand,company_locale,company_name,guimo,job_salary,job_salary<=15K,demand
其他后端开发工程师,"C++,Python,Java,PHP",北京,百度,10000人以上,40,FALSE,本科
算法工程师,"C++,Hadoop,Spark,图像识别",北京,北京嘀嘀无限科技发展有限公司,1000-9999人,40,FALSE,本科
算法工程师,"C++,检测算法,Python",北京,百度,10000人以上,215,FALSE,本科
算法工程师,"视觉算法,SLAM算法,目标检测,C++",北京,北京金坤科创技术有限公司,20-99人,22.5,FALSE,硕士
算法工程师,"MATLAB,数据挖掘,信号处理",北京,华电智控(北京)技术有限公司,100-299人,11.5,TRUE,本科
其他后端开发工程师,"自动驾驶,机器人,Python,C++",北京,北京嘀嘀无限科技发展有限公司,1000-9999人,40,FALSE,本科
前端开发,"AI,加密算法",北京,中电太极,1000-9999人,22.5,FALSE,本科
其他后端开发工程师,"传感器融合,C++,Python,自动驾驶,CAMERA",北京,北京嘀嘀无限科技发展有限公司,1000-9999人,40,FALSE,本科
算法工程师,"深度学习,数据挖掘,特征提取",北京,北京超维知药科技有限公司,20人以下,32.5,FALSE,硕士
算法工程师,,北京,北京嘀嘀无限科技发展有限公司,1000-9999人,50,FALSE,本科
算法工程师,"MATLAB/SIMULINK,驱动器软件开发,FOC算法,PID",北京,北京立迈胜控制技术有限责任公司,20-99人,30,FALSE,本科
算法工程师,"Python,MATLAB,C++",北京,国核电力,500-999人,22.5,FALSE,硕士
其他后端开发工程师,"pytorch,深度学习,机器人",北京,北京嘀嘀无限科技发展有限公司,1000-9999人,40,FALSE,硕士
算法工程师,机器学习,北京,北京市建筑设计研究院有限公司,1000-9999人,17.5,FALSE,本科
算法工程师,"C++,自动驾驶",北京,百度,10000人以上,25,FALSE,硕士
算法工程师,"图像处理,图像算法,图像识别",北京,源仪迅驰,20-99人,22.5,FALSE,本科
算法工程师,"机器学习,推荐算法",北京,北京市建筑设计研究院有限公司,1000-9999人,12.5,TRUE,本科
算法工程师,"图像算法,目标检测,图像分割,C++,Python",北京,北京嘀嘀无限科技发展有限公司,1000-9999人,40,FALSE,本科
算法工程师,"图像处理,图像算法,深度学习,图像识别",北京,北京中润普达信息技术有限公司,100-299人,18.5,FALSE,本科
算法工程师,机器学习,北京,百度,10000人以上,30,FALSE,本科
其他后端开发工程师,"pytorch,C++,机器视觉",北京,北京嘀嘀无限科技发展有限公司,1000-9999人,30,FALSE,本科
算法工程师,"图像算法,目标检测,图像分割,检测算法,Python",北京,亿阳信通,1000-9999人,20,FALSE,硕士
算法工程师,"知识图谱,深度学习,NLP",北京,北京中科睿见科技有限公司,20-99人,20,FALSE,本科
算法工程师,通信原理信号处理,北京,北京芯动致远微电子技术有限公司,20-99人,25,FALSE,硕士
算法工程师,"C++,MATLAB,Python,自动驾驶",北京,百度,10000人以上,30,FALSE,硕士
算法工程师,"图像处理,模式识别,计算机视觉",北京,小米通讯,10000人以上,45,FALSE,硕士
算法工程师,"机器学习,目标检测,人工智能,深度学习,算法",北京,先河环保,1000-9999人,25,FALSE,硕士
算法工程师,"深度学习,OpenCV",北京,北京云测信息技术有限公司,500-999人,17.5,FALSE,本科
算法工程师,"NLP,知识图谱,智能问答,深度学习,预训练模型",北京,中金智汇,20-99人,22.5,FALSE,本科
算法工程师,"知识图谱,C++",北京,京东商城总部,10000人以上,40,FALSE,本科
数据分析师,"强化学习,深度学习,跟踪算法",北京,先河环保,1000-9999人,27.5,FALSE,硕士
算法工程师,"视觉检测,图像分割,人脸检测,人脸识别",北京,百度,10000人以上,215,FALSE,本科
数据分析师,"深度学习,pytorch",北京,北京超维知药科技有限公司,20人以下,30,FALSE,硕士
算法工程师,"图像处理,图像识别,数据分析,算法",北京,先河环保,1000-9999人,30,FALSE,硕士
算法工程师,"深度学习,图像算法,图像分割,物体检测,图像对比",北京,百度,10000人以上,30,FALSE,本科
其他后端开发工程师,"机器学习,深度学习,pytorch,C++",北京,北京嘀嘀无限科技发展有限公司,1000-9999人,30,FALSE,本科
算法工程师,"Hive,Python,Spark,数据挖掘,机器学习",北京,柯锐特互动(北京)科技有限公司,100-299人,20,FALSE,本科
其他后端开发工程师,"机器学习,深度学习,NLP",北京,百度,10000人以上,60,FALSE,硕士
数据分析师,语音识别,北京,北京润尼尔网络科技有限公司,500-999人,21.5,FALSE,本科
Hadoop开发工程师,机器人算法,北京,北京金之盾信息技术有限公司,100-299人,30,FALSE,硕士
算法工程师,"深度学习,C++,Python,自动驾驶",北京,百度,10000人以上,30,FALSE,硕士
数据分析师,"TensorFlow,Keras,pytorch,图像识别,图像处理",北京,生仝智能科技(北京)有限公司,20-99人,30,FALSE,硕士
算法工程师,"定位算法,MATLAB,C++,融合算法,信号处理",北京,北京金坤科创技术有限公司,20-99人,22.5,FALSE,硕士
算法工程师,"机器学习,C++,Python,深度学习",北京,百度,10000人以上,30,FALSE,硕士
算法工程师,"C++,信号处理,特征提取,目标跟踪",北京,青岛国数信息科技有限公司,20-99人,20,FALSE,本科
算法工程师,"MATLAB,图像处理,推荐算法",北京,深圳中科飞测科技股份有限公司,100-299人,26.5,FALSE,硕士
算法工程师,"MATLAB,识别算法,图像算法,控制算法,C++",北京,北京雅光谷信息系统有限公司,20-99人,25,FALSE,本科
数据分析师,"机器学习,深度学习,机器人,挖掘算法,数据挖掘",北京,北京嘉诚瑞杰信息技术有限公司,500-999人,32.5,FALSE,本科
算法工程师,"机器学习,趋势分析,数据统计分析,特征分析,信号分析",北京,北京鼎兴达信息科技股份有限公司,100-299人,17.5,FALSE,本科
算法工程师,"深度学习,图像处理,机器视觉,图像算法",北京,北京高因科技有限公司,1000-9999人,30,FALSE,本科
算法工程师,"识别算法,人脸识别,控制算法,图像算法,图像识别",北京,北京多维视通技术有限公司,100-299人,25,FALSE,硕士
算法工程师,"C++,Python,图像识别,图像算法,机器视觉",北京,北京深点视觉科技有限公司,20-99人,15,TRUE,本科
算法工程师,"深度学习,Theano,pytorch,C++,Python",北京,北京深纳普思人工智能技术有限公司,20-99人,17,FALSE,硕士
算法工程师,"导航算法,路径规划",北京,蜂鸟视图,100-299人,30,FALSE,本科
算法工程师,"控制算法,识别算法",北京,北京零偏科技有限责任公司,20-99人,20,FALSE,硕士
算法工程师,"C++,图像处理,图像识别,图像算法",北京,极限人工智能(北京)有限公司,100-299人,25,FALSE,本科
算法工程师,Python,北京,北京中科伏瑞电气技术有限公司,100-299人,30,FALSE,硕士
算法工程师,"优化算法,C++,Java,应用数学.数值优化.矩阵分析,统计建模.回归拟合",北京,北京科思诚科技有限公司,20-99人,25,FALSE,本科
算法工程师,"深度学习,Python,聚类,特征提取,信号处理",北京,北京海思敏医疗技术有限公司,20-99人,20,FALSE,本科
算法工程师,"C++,Python,图像识别",北京,航天宏图信息技术股份有限公司,1000-9999人,20,FALSE,硕士
算法工程师,"推荐算法,大数据算法",北京,北京鑫宇未来测控科技有限责任公司,20-99人,22.5,FALSE,博士
算法工程师,"图像处理,OpenCV,图像识别,TensorFlow,机器视觉",北京,北京平恒智能科技有限公司,20-99人,22.5,FALSE,硕士
算法工程师,"Python,TensorFlow",北京,博彦科技,10000人以上,20,FALSE,本科
算法工程师,"深度学习,数字图像,图像分割,图像识别,图像处理",北京,嘉兴清格医疗科技有限公司,20人以下,21.5,FALSE,硕士
算法工程师,"Python,MATLAB",北京,北京西清能源科技有限公司,20-99人,20,FALSE,硕士
算法工程师,"机器学习,视觉算法,C++,Python,SLAM",北京,博雅工道,100-299人,17.5,FALSE,本科
算法工程师,"机器学习,图像处理,C++,图像识别,图像算法",北京,航天宏图信息技术股份有限公司,1000-9999人,22.5,FALSE,本科
算法工程师,概率统计,北京,北京中科核安科技有限公司,100-299人,8,TRUE,本科
算法工程师,"MATLAB,目标跟踪,数字信号,信号处理",北京,北京行易道科技有限公司,100-299人,25,FALSE,硕士
算法工程师,"知识图谱,NLP,Python,TensorFlow,机器学习",北京,彩讯科技,1000-9999人,12.5,TRUE,本科
算法工程师,"机器学习,个性化推荐,分词,深度学习,聚类",北京,北京文创思宇科技发展有限公司,20-99人,20,FALSE,本科
算法工程师,"C++,图像处理,数据挖掘,模式识别,深度学习",北京,启迪云控(北京)科技有限公司,100-299人,30,FALSE,本科
算法工程师,"MATLAB,C/C++,Python,信号处理,大数据算法",北京,雪扬科技,100-299人,25,FALSE,硕士
算法工程师,"Python,机器学习,深度学习,数据挖掘",北京,三一集团,10000人以上,23,FALSE,本科
算法工程师,C++,北京,北京凌天智能装备集团股份有限公司,20-99人,12.5,TRUE,本科
算法工程师,"深度学习,知识图谱,人工智能,机器学习,强化学习",北京,天津德茂福科技有限公司,20-99人,22.5,FALSE,本科
算法工程师,"深度学习,TensorFlow,图像处理,Python,目标检测",北京,北京金鹏云天科技发展有限公司,20-99人,30,FALSE,硕士
算法工程师,"图像处理,C++,MATLAB,图像分割,Python",北京,华科精准(北京)医疗科技有限公司,20-99人,20,FALSE,硕士
算法工程师,"机器学习,深度学习,图像处理,C++,特征提取",北京,东方晶源,100-299人,22.5,FALSE,硕士
算法工程师,"图像处理,信号处理",北京,乐普医疗,1000-9999人,20,FALSE,本科
算法工程师,"深度学习,图像处理,推荐算法,图像算法,图像增强",北京,北京易世恒电子技术有限责任公司,100-299人,20,FALSE,硕士
算法工程师,"机器学习,Hadoop,Python,深度学习,GBDT",北京,软件园公司,100-299人,25,FALSE,本科
算法工程师,"图像算法,图像识别,TensorFlow,Python,MXNet",北京,河南思维列控,500-999人,11.5,TRUE,本科
算法工程师,"TensorFlow,pytorch,深度学习,数据挖掘,Q-LEARNING",北京,鲸鹳科技,300-499人,40,FALSE,本科
算法工程师,"C++,机器视觉,控制算法,机器人",北京,北京华卓精科科技股份有限公司,300-499人,19,FALSE,本科
算法工程师,人工智能相关专业,北京,北京泰豪智能工程有限公司,1000-9999人,17.5,FALSE,本科
算法工程师,"机器学习,自然语言处理",北京,中科天玑数据科技股份有限公司,300-499人,16,FALSE,本科
算法工程师,"Python,Linux,Shell",北京,联储证券,1000-9999人,24,FALSE,本科
数据分析师,"Python,机器学习,大数据算法,C++,Java",北京,寄云科技,100-299人,20,FALSE,本科
算法工程师,"导航算法,定位算法,Python,控制算法,机器人",北京,史河科技,20-99人,22.5,FALSE,本科
数据分析师,"C++,Python,TensorFlow",北京,北京西清能源科技有限公司,20-99人,20,FALSE,硕士
算法工程师,"C++,MATLAB",北京,北京国信智科科技有限公司,100-299人,22.5,FALSE,硕士
算法工程师,控制算法,北京,中国兵器工业计算机应用技术研究所,100-299人,17.5,FALSE,硕士
算法工程师,"OpenCV,机器学习,模式识别,图像识别,检测算法",北京,北京星河泰视特科技有限公司,100-299人,22.5,FALSE,硕士
算法工程师,"控制算法,医疗设备",北京,北京谊安医疗系统股份有限公司,500-999人,17.5,FALSE,本科
算法工程师,"Sklearn,Python,数据挖掘,机器学习,TensorFlow",北京,昆仑数智科技有限责任公司,1000-9999人,22.5,FALSE,本科
算法工程师,"机器学习,深度学习,NLP",北京,亚信科技(中国)有限公司,10000人以上,25.5,FALSE,本科
算法工程师,"数据挖掘,机器学习,Java,Python",北京,北京理工新源信息科技有限公司,100-299人,19,FALSE,硕士
算法工程师,C++,北京,航天科工智能机器人有限责任公司,100-299人,17.5,FALSE,本科
算法工程师,"Python,C++,数学,统性代数,MATLAB",北京,北京万维盈创科技发展有限公司,500-999人,8,TRUE,本科
算法工程师,"机器学习,深度学习,Python",北京,昆仑数智科技有限责任公司,1000-9999人,17.5,FALSE,本科
算法工程师,"模式识别,图像识别,图像算法",北京,谛宝诚(上海)医学影像科技有限公司,100-299人,10.5,TRUE,硕士
算法工程师,"MATLAB,Python,Java,C++,算法",北京,中精普康(北京)医药科技有限公司,20-99人,17.5,FALSE,硕士
算法工程师,"图像处理,图像算法,检测算法",北京,北京博源恒芯科技股份有限公司,100-299人,20,FALSE,本科
算法工程师,"图像识别,Python,数据分析",北京,北京当红齐天国际文化科技发展集团有限公司,100-299人,25,FALSE,本科
算法工程师,"TensorFlow,pytorch,推荐算法,深度学习",北京,乐荐信息科技（北京）有限公司,100-299人,20,FALSE,本科
算法工程师,"OpenCV,机器学习,Halcon",北京,北京华宇德信光电技术有限公司,20-99人,40,FALSE,硕士
算法工程师,"PLC,控制算法,仿真模拟",北京,金风科技股份有限公司,1000-9999人,17.5,FALSE,本科
算法工程师,"C++,Python",北京,航天宏图信息技术股份有限公司,1000-9999人,22.5,FALSE,硕士
算法工程师,"Python,Linux,Shell",北京,联储证券,1000-9999人,24,FALSE,本科
数据分析师,"机器学习,深度学习,TensorFlow,Python,C++",北京,重庆享控智能科技有限公司,20-99人,27.5,FALSE,本科
算法工程师,机器学习,北京,北京智慧星光信息技术有限公司,500-999人,25,FALSE,本科
算法工程师,"三维重建,导航算法,传感器融合,三维定位,SLAM",北京,威海北洋电气集团股份有限公司,1000-9999人,22.5,FALSE,本科
算法工程师,"算法优化,非线性回归算法,FPGA,CUDA,GPU运算",北京,深圳中科飞测科技股份有限公司,100-299人,25,FALSE,本科
算法工程师,"深度学习,TensorFlow,图像处理,Python,神经网络",北京,北京易达惠众数字科技有限责任公司,20人以下,15,TRUE,本科
算法工程师,"数据挖掘,机器学习,推荐算法",北京,北京飞利信科技股份有限公司,1000-9999人,20,FALSE,硕士
算法工程师,"Python,算法,目标检测/识别",北京,北京融通智慧科技集团有限公司,100-299人,22.5,FALSE,硕士
算法工程师,大数据算法,北京,秦皇岛润亚船舶机械有限公司,20-99人,40,FALSE,本科
算法工程师,,北京,北京锦鸿希电信息技术股份有限公司,100-299人,12.5,TRUE,本科
算法工程师,,北京,鑫汇普瑞,100-299人,7.5,TRUE,本科
算法工程师,"机器学习,图像识别,深度学习,自然语言,推荐系统",北京,北京智通云联科技有限公司,100-299人,25,FALSE,硕士
算法工程师,"机器学习,深度学习,特征提取,传感器融合",北京,先河环保,1000-9999人,30,FALSE,本科
算法工程师,"OpenCV,地理信息系统,C++,激光雷达,点云处理算法",北京,数字绿土,100-299人,22.5,FALSE,本科
算法工程师,C++,北京,和芯星通科技(北京)有限公司,100-299人,30,FALSE,硕士
Hadoop开发工程师,"机器学习,深度学习,Python,图像处理,模式识别",北京,昆仑数智科技有限责任公司,1000-9999人,17.5,FALSE,硕士
算法工程师,"机器学习,深度学习",北京,北京智慧星光信息技术有限公司,500-999人,45,FALSE,硕士
算法工程师,"机器学习,深度学习,识别算法,控制算法,图像算法",北京,中国建筑土木建设有限公司,1000-9999人,25,FALSE,硕士
算法工程师,"C++,运动控制,陀螺仪算法",北京,纳通医疗集团,1000-9999人,20,FALSE,本科
算法工程师,"C++,机器学习,深度学习,Java",北京,拓尔思信息技术股份有限公司,1000-9999人,9,TRUE,本科
算法工程师,算法工程师,北京,心韵恒安医疗科技(北京)有限公司,20-99人,13.5,TRUE,本科
算法工程师,"定位算法,深度学习",北京,源讯信息技术(中国)有限公司,500-999人,12.5,TRUE,本科
算法工程师,"C++,Python",北京,航天宏图信息技术股份有限公司,1000-9999人,19,FALSE,硕士
其他后端开发工程师,"TensorFlow,pytorch,C++,OpenCV,图像识别",北京,北京数科网维技术有限责任公司,100-299人,22.5,FALSE,本科
算法工程师,,北京,北京志翔科技股份有限公司,300-499人,22.5,FALSE,本科
算法工程师,心电算法,北京,心韵恒安医疗科技(北京)有限公司,20-99人,17.5,FALSE,本科
算法工程师,"逻辑回归,个性化推荐",北京,中汽(天津)网络科技有限公司,100-299人,25,FALSE,硕士
算法工程师,"机器学习,机器人算法,图像识别,模式识别,视觉识别",北京,清华大学天津电子信息研究院,100-299人,24,FALSE,本科
算法工程师,"C++,Caffe",北京,新疆联海创智信息科技有限公司,100-299人,32.5,FALSE,硕士
算法工程师,C++,北京,中国科学院声学研究所,500-999人,15,TRUE,博士
算法工程师,"机器学习,深度学习,图像处理,模式识别,图像识别",北京,北京眼神智能科技有限公司,300-499人,12.5,TRUE,本科
算法工程师,"深度学习,NLP,CUDA",北京,新岸线(北京)科技集团有限公司,500-999人,22.5,FALSE,本科
算法工程师,"并行算法,程序优化,图计算,算法优化",北京,中科睿芯,100-299人,12.5,TRUE,硕士
算法工程师,"Python,图像识别,模式识别",北京,月新时代,20-99人,10,TRUE,硕士
算法工程师,"算法,视频内容分析,目标检测/识别,人脸识别,深度学习",北京,三一集团,10000人以上,30,FALSE,本科
算法工程师,机器学习,北京,熙诚紫光,100-299人,12.5,TRUE,本科
算法工程师,"信号处理,机器学习,MATLAB,Python",北京,雷科防务,1000-9999人,25,FALSE,本科
算法工程师,惯导算法,北京,重庆天箭惯性科技股份有限公司,300-499人,25,FALSE,本科
